Vertices,Gr,GrSD,GrSA,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.0,1.0,1.0,
5,1.0,1.0,1.0,
6,1.0,1.0,0.8,
7,1.0,2.0,1.0,
8,1.0,1.1428571428571428,1.0,
9,1.0,1.0,1.2,
10,1.0,0.7333333333333333,1.0666666666666667,
11,1.0,0.8823529411764706,1.0,
12,1.0,1.1818181818181819,1.1818181818181819,
13,1.0,1.16,1.0,
14,1.0,0.7714285714285715,0.9142857142857143,
15,1.0,1.0512820512820513,1.0,
16,1.0,0.9333333333333333,0.9777777777777777,
17,1.0,1.0,1.0434782608695652,
18,1.0,1.06,1.1,
19,1.0,0.9402985074626866,1.0298507462686568,
20,1.0,1.0571428571428572,0.9857142857142858,
21,1.0,0.9080459770114943,0.9540229885057471,
22,1.0,1.0326086956521738,1.0108695652173914,
23,1.0,1.188235294117647,1.1411764705882352,
24,1.0,1.0285714285714285,1.019047619047619,
25,1.0,0.9508196721311475,1.0491803278688525,
26,1.0,1.0153846153846153,1.0,
27,1.0,1.0,0.9692307692307692,
28,1.0,0.9868421052631579,0.993421052631579,
29,1.0,0.9281437125748503,0.9520958083832335,
30,1.0,0.9710982658959537,1.069364161849711,
31,1.0,0.9786096256684492,1.0,
32,1.0,0.9950738916256158,1.0246305418719213,
33,1.0,1.0,0.9636363636363636,
34,1.0,1.008849557522124,0.9911504424778761,
35,1.0,1.040983606557377,1.0163934426229508,
36,1.0,1.0912863070539418,1.112033195020747,
37,1.0,1.0218978102189782,1.0,
38,1.0,0.9685314685314685,0.9965034965034965,
39,1.0,1.02,1.0466666666666666,
40,1.0,0.9666666666666667,0.990909090909091,
41,1.0,0.9431818181818182,0.9545454545454546,
42,1.0,1.0396600566572238,1.0566572237960339,
43,1.0,0.9636363636363636,0.9792207792207792,
44,1.0,0.9753086419753086,0.9506172839506173,
45,1.0,0.9666666666666667,1.0,
46,1.0,1.039906103286385,1.0070422535211268,
47,1.0,1.0491071428571428,1.0223214285714286,
48,1.0,1.017094017094017,1.047008547008547,
49,1.0,0.9799196787148594,0.9879518072289156,
50,1.0,0.97678916827853,0.9903288201160542,
51,1.0,1.0330882352941178,0.9816176470588235,
52,1.0,0.962457337883959,0.9283276450511946,
53,1.0,1.0169204737732656,1.0169204737732656,
54,1.0,0.9835255354200988,1.0,
55,1.0,0.9906542056074766,0.9626168224299065,
56,1.0,0.9923664122137404,1.001526717557252,
57,1.0,1.023391812865497,1.0058479532163742,
58,1.0,1.0226308345120225,1.0042432814710043,
59,1.0,0.9628647214854111,0.9628647214854111,
60,1.0,0.9973684210526316,1.0210526315789474,
61,1.0,0.9616858237547893,1.0025542784163475,
62,1.0,1.0025284450063212,1.0290771175726927,
63,1.0,0.9557109557109557,0.9883449883449883,
64,1.0,1.0,0.996594778660613,
65,1.0,0.9694323144104804,0.9912663755458515,
66,1.0,0.9989270386266095,0.9699570815450643,
67,1.0,0.975609756097561,0.9939024390243902,
68,1.0,1.0192893401015228,1.0274111675126905,
69,1.0,1.0096899224806202,0.9961240310077519,
70,1.0,0.9834862385321101,0.9669724770642202,
71,1.0,1.0148011100832564,0.996299722479186,
72,1.0,0.9937777777777778,0.9946666666666667,
73,1.0,0.9895196506550218,1.0069868995633189,
74,1.0,1.0322299651567943,1.0400696864111498,
75,1.0,1.0517241379310345,1.0448275862068965,
76,1.0,0.9936558287073751,1.0031720856463124,
77,1.0,0.978277734678045,1.0015515903801397,
78,1.0,1.0286599535243997,1.0232378001549187,
79,1.0,1.002909090909091,0.9898181818181818,
80,1.0,0.9900426742532006,0.9971550497866287,
81,1.0,1.0211118930330754,1.023926812104152,
82,1.0,0.9917355371900827,1.0096418732782368,
83,1.0,1.0026648900732844,0.9986675549633578,
84,1.0,1.0013029315960913,1.0084690553745927,
85,1.0,1.005128205128205,1.0076923076923077,
86,1.0,1.0,1.0149906308557153,
87,1.0,0.9964349376114082,0.9845513963161022,
88,1.0,1.008274231678487,0.9988179669030733,
89,1.0,1.0022948938611589,0.9919678714859438,
90,1.0,1.0186440677966102,0.9994350282485875,
91,1.0,1.0077348066298342,1.0066298342541435,
92,1.0,1.0092946965554948,1.0185893931109895,
93,1.0,1.0031847133757963,1.010615711252654,
94,1.0,1.010819165378671,0.9840288511076765,
95,1.0,0.9787985865724381,1.0040383644623927,
96,1.0,1.003923491907798,0.9936243256498284,
97,1.0,0.9912663755458515,1.019408054342552,
98,1.0,1.0291586998087954,1.011472275334608,
99,1.0,1.0065055762081785,1.0148698884758365,
100,1.0,0.9955237242614146,0.9829901521933752,
101,1.0,1.0236256247160382,1.036347114947751,
102,1.0,1.0125432525951557,0.9943771626297578,
103,1.0,0.9966513185433236,0.9815822519882796,
104,1.0,1.0142857142857142,1.0071428571428571,
105,1.0,1.011513157894737,1.0057565789473684,
106,1.0,1.0020120724346075,0.9903420523138833,
107,1.0,0.9820872274143302,0.9836448598130841,
108,1.0,0.9968992248062015,1.005813953488372,
109,1.0,1.0,1.0237730061349692,
110,1.0,1.0104244229337305,1.0085629188384215,
111,1.0,1.0243542435424353,1.007380073800738,
112,1.0,1.0071428571428571,1.000357142857143,
113,1.0,1.0042342978122794,1.0169371912491179,
114,1.0,0.998281196287384,1.009969061533173,
115,1.0,1.0095302927161334,1.0020422055820286,
116,1.0,0.9986495611073599,1.0064145847400405,
117,1.0,0.9869960988296489,1.0,
