Vertices,Gr,GrLE,GrL,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.0,0.9005,0.9005,
5,1.0,0.9635000000000002,0.9385000000000002,
6,1.0,0.8948333333333321,0.8885499999999982,
7,1.0,0.9555865079365065,0.9238769841269816,
8,1.0,0.9043821789321795,0.8990894660894672,
9,1.0,0.9526144272394267,0.9283417471417468,
10,1.0,0.910926857782739,0.9030402817727493,
11,1.0,0.9533525163952288,0.9305170440312616,
12,1.0,0.9150766508476396,0.9060348785492541,
13,1.0,0.9499743235633958,0.9255227767315207,
14,1.0,0.9268386784376067,0.9231995221367534,
15,1.0,0.9527435923614829,0.9310254641178469,
16,1.0,0.9305692246389853,0.9257127445349841,
17,1.0,0.9498639119698019,0.929461483064949,
18,1.0,0.9334815548977097,0.9269982685277101,
19,1.0,0.9560425312996397,0.9362776406797381,
20,1.0,0.9356378852380549,0.9269268070271838,
21,1.0,0.9554524701591626,0.9346601823735947,
22,1.0,0.9406470705429392,0.9338140629576276,
23,1.0,0.9557687136287629,0.9380910834721263,
24,1.0,0.9416948719020151,0.9376059751650495,
25,1.0,0.9575047758982811,0.939385789305584,
26,1.0,0.9443999220270209,0.9385383815769507,
27,1.0,0.9546302259595943,0.9405431964628969,
28,1.0,0.9433474418156164,0.9374290426703615,
29,1.0,0.9581748840853909,0.9423335228036097,
30,1.0,0.9477459866406736,0.9407973852628023,
31,1.0,0.9587400515257445,0.9437107100395615,
32,1.0,0.9484164994920887,0.9422034961187532,
33,1.0,0.9589466516784757,0.9447521125727905,
34,1.0,0.9454680859284549,0.9394249250476093,
35,1.0,0.9583452552845904,0.9450319970636356,
36,1.0,0.9485053768674312,0.9425329372845611,
37,1.0,0.960461722849664,0.9469315691437539,
38,1.0,0.9496178708976308,0.9430062135932944,
39,1.0,0.9591063206582756,0.947289571220196,
40,1.0,0.9492360338739629,0.9442519087998724,
41,1.0,0.9602337851003203,0.9471237660406585,
42,1.0,0.9503374110223075,0.94404670831143,
43,1.0,0.959031384857765,0.9453397727709696,
44,1.0,0.9493804468287825,0.9419636148842881,
45,1.0,0.9592685667585946,0.9481266869523941,
46,1.0,0.950090042438275,0.9461118797845967,
47,1.0,0.9592714527228969,0.9480763714709521,
48,1.0,0.9499051480202731,0.9429512601126521,
49,1.0,0.95912877378619,0.9475036539089726,
50,1.0,0.9480373064352187,0.9414370463725518,
51,1.0,0.9566474646725358,0.9442309730485938,
52,1.0,0.9496825968116348,0.9431948035777489,
53,1.0,0.957262744460372,0.9467043409949922,
54,1.0,0.9475917580447566,0.9430023055880342,
55,1.0,0.9552223210082592,0.944171850984843,
56,1.0,0.9467405296443655,0.9418475321391366,
57,1.0,0.9578964630297094,0.9442130628876327,
58,1.0,0.9480961388757856,0.9436489844544129,
59,1.0,0.9544363455409711,0.9418908769354861,
60,1.0,0.9479708819260754,0.9434111575608447,
61,1.0,0.955652150050072,0.9417548955398334,
62,1.0,0.9448667761125765,0.9395604152470698,
63,1.0,0.952691565195658,0.9401864243888696,
64,1.0,0.9435236872914016,0.9388556009579799,
65,1.0,0.9542422247945388,0.9427544699199886,
66,1.0,0.9439930797948599,0.9390950903335155,
67,1.0,0.9510591241596995,0.94043674660135,
68,1.0,0.9425829858498637,0.9374022679493412,
69,1.0,0.9512391123622421,0.938737885837893,
70,1.0,0.9415945836311287,0.9360553295798095,
71,1.0,0.9489573346775482,0.9364098855082819,
72,1.0,0.9412853914976604,0.9357246986960835,
73,1.0,0.9483038391737362,0.9368061537082222,
74,1.0,0.9407694685106218,0.9362117708079636,
75,1.0,0.9473470134871126,0.9356244794533438,
76,1.0,0.939533013489333,0.9342620396522703,
77,1.0,0.9465493404316284,0.9331919488582341,
78,1.0,0.9382076007441582,0.9326234925965816,
79,1.0,0.9437820510446041,0.9325201758084617,
80,1.0,0.9368341818342363,0.9322738943029727,
81,1.0,0.9438073834509816,0.9329844687224953,
82,1.0,0.9386438096962905,0.9312686689168882,
83,1.0,0.9420148861542552,0.9319880856333891,
84,1.0,0.9371988334588635,0.9313950821342545,
85,1.0,0.9407820912451349,0.9304299984311968,
86,1.0,0.9337116895896339,0.9286634004101565,
87,1.0,0.9395753963646787,0.928866609834422,
88,1.0,0.9347667947890309,0.9289016259458495,
89,1.0,0.9393668076340123,0.9287941720089498,
90,1.0,0.9325494721047297,0.9275273809437433,
91,1.0,0.9383305891440975,0.9285646156629147,
92,1.0,0.9312777336366819,0.926992718977521,
93,1.0,0.9364875463582408,0.9279069481536606,
94,1.0,0.9284900613860185,0.9249361589660355,
95,1.0,0.9338717776278348,0.9237100379817202,
96,1.0,0.9299837274330134,0.9247487847931475,
97,1.0,0.9344681492090113,0.9259378256002345,
98,1.0,0.927317568199099,0.9244334940558124,
99,1.0,0.9334201289265167,0.9243222652219187,
100,1.0,0.928552702270718,0.9238945848164035,
