Vertices,Gr,GrLE,GrL,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.0,0.882,0.882,
5,1.0,0.9613333333333338,0.9353333333333338,
6,1.0,0.892783333333332,0.8887333333333318,
7,1.0,0.9455071428571417,0.9168420634920609,
8,1.0,0.9028911976911989,0.9027104256854273,
9,1.0,0.9510666805416819,0.9274643828393844,
10,1.0,0.9123116772932944,0.9081490366659483,
11,1.0,0.9517651314226984,0.928849678481509,
12,1.0,0.9172804626925903,0.9134068946261956,
13,1.0,0.9479398495134612,0.930248245587334,
14,1.0,0.9211797623332151,0.916083421682702,
15,1.0,0.9465943390400605,0.9346871994138796,
16,1.0,0.9245785300298416,0.9200850165170829,
17,1.0,0.9461270998455679,0.9286397528297167,
18,1.0,0.9215995188592101,0.9196072140808387,
19,1.0,0.9422615425091173,0.930328402460303,
20,1.0,0.9294088451824448,0.9238813382144406,
21,1.0,0.943013912245786,0.9288605692390759,
22,1.0,0.9265455550756457,0.9214959539159796,
23,1.0,0.9384223610519304,0.9282289167607077,
24,1.0,0.9201392539215064,0.9170869720125148,
25,1.0,0.9376579790260153,0.9266470707948985,
26,1.0,0.9213259482837047,0.9200442437952165,
27,1.0,0.932795100412418,0.9231692324049868,
28,1.0,0.9189781598114254,0.9162292872007669,
29,1.0,0.9320065789694678,0.9186627100453628,
30,1.0,0.9198543381920006,0.9148520573708289,
31,1.0,0.9256008651384801,0.9126640155223789,
32,1.0,0.9186975627883719,0.9170482997441883,
33,1.0,0.9264812609537806,0.9184071190614804,
34,1.0,0.9134649008940146,0.9133051223352315,
35,1.0,0.9228222474001281,0.910789925344015,
36,1.0,0.9095658782898637,0.9046810760195169,
37,1.0,0.9223009803389927,0.9095855588515313,
38,1.0,0.9086719141386351,0.9039617805977535,
39,1.0,0.9201829605979277,0.909220248417227,
40,1.0,0.909196077696801,0.9053704295212971,
41,1.0,0.9157857359327567,0.9075751327880788,
42,1.0,0.9044322014143368,0.9006482605872818,
43,1.0,0.9083852847873761,0.900535359705852,
44,1.0,0.9049307581881704,0.9029664725445148,
45,1.0,0.9137426482645861,0.9050078536490608,
46,1.0,0.9056256433385703,0.9017528598755054,
47,1.0,0.9124552533196199,0.9046047624460788,
48,1.0,0.90074013555151,0.8981935464591921,
49,1.0,0.9075152281550986,0.904114308020124,
50,1.0,0.8993146163005095,0.8950309594794199,
51,1.0,0.9049909864888156,0.8990613270652973,
52,1.0,0.8995603999418889,0.8951621323270043,
53,1.0,0.9019409230130154,0.8964943070441722,
54,1.0,0.8994627637254253,0.8955048413538591,
55,1.0,0.903374794166106,0.8978714421691468,
56,1.0,0.9018800706079518,0.8993629790975112,
57,1.0,0.9017615657039194,0.8952699987138762,
58,1.0,0.9004916641078722,0.8989451563863986,
59,1.0,0.9043692675692007,0.9006323975850629,
60,1.0,0.9013608628622329,0.8996995712192978,
61,1.0,0.9011800121059554,0.8976483274762896,
62,1.0,0.8982017165372436,0.8973073883777216,
63,1.0,0.900951134719779,0.8974348015086161,
64,1.0,0.896561922843526,0.8951026589467955,
65,1.0,0.8980221384304646,0.8954467031973405,
66,1.0,0.8932599597778441,0.8907422821313145,
67,1.0,0.9015064723836094,0.8975356307501,
68,1.0,0.897633399830306,0.8965386289499423,
69,1.0,0.9005915122806852,0.8982770658075439,
70,1.0,0.9013652673271556,0.8997217051380386,
71,1.0,0.900988545067943,0.899505776323903,
72,1.0,0.8941196287390422,0.8934737865369405,
73,1.0,0.9008417532617972,0.8987262971550998,
74,1.0,0.89747812232841,0.8963296785998814,
75,1.0,0.9015862960542077,0.8992617397874614,
76,1.0,0.8982749613455777,0.8965827959725797,
77,1.0,0.9033170292565784,0.902073883256264,
78,1.0,0.9004848059756213,0.8997410157112414,
79,1.0,0.9016186165695599,0.9009280656468924,
80,1.0,0.9003900418278655,0.8999782962173865,
81,1.0,0.8993178197330355,0.8987748677893037,
82,1.0,0.9013023149605477,0.9006270003093231,
83,1.0,0.9002625213593076,0.8980180601481889,
84,1.0,0.9047986657720462,0.9030808085628372,
85,1.0,0.9049849701619901,0.9039624638454129,
86,1.0,0.9002236454072168,0.8996406186148632,
87,1.0,0.9040743412949287,0.9034803919120329,
88,1.0,0.8996805571540891,0.8992815394057713,
89,1.0,0.9046682328546165,0.9031504414063052,
90,1.0,0.9070490098643321,0.906647078484305,
91,1.0,0.9076651381306895,0.9062512771997983,
92,1.0,0.9050542810307474,0.9048420220780962,
93,1.0,0.9038200160248885,0.9030093103800456,
94,1.0,0.9009862075393228,0.9007793823066443,
95,1.0,0.9049263983300018,0.9036219932992868,
96,1.0,0.9038823119680085,0.9034049313042946,
97,1.0,0.9041940895837226,0.9033275883676131,
98,1.0,0.9019026246781587,0.9019026246781587,
99,1.0,0.907184788798917,0.9065204758764013,
100,1.0,0.906326023850883,0.9061051511563258,
