Vertices,Gr,GrLE,GrL,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.0,0.879,0.879,
5,1.0,0.9588333333333339,0.9353333333333338,
6,1.0,0.8810499999999987,0.8785666666666653,
7,1.0,0.9468880952380943,0.9203888888888867,
8,1.0,0.8934415223665247,0.887180375180378,
9,1.0,0.9500101731601739,0.919453094128094,
10,1.0,0.9006300421886341,0.8940165686953224,
11,1.0,0.9430803125140241,0.9163959390891805,
12,1.0,0.9164615261742914,0.9080013478235291,
13,1.0,0.9495467359411176,0.9268690798019147,
14,1.0,0.9239892497812193,0.9170132040454292,
15,1.0,0.9482344928157855,0.9266845718312786,
16,1.0,0.9289338591778493,0.9216831363777914,
17,1.0,0.9546705397030859,0.9310910496536206,
18,1.0,0.9328536704265468,0.9250411412279629,
19,1.0,0.955939807426086,0.935593673648357,
20,1.0,0.9360390030245573,0.9269719450359883,
21,1.0,0.9594281284502657,0.9351112397127985,
22,1.0,0.938824337903796,0.9308857443067309,
23,1.0,0.9582569589017271,0.93583698587626,
24,1.0,0.9428500910904953,0.9342368273146462,
25,1.0,0.9572754969842087,0.9372179781787204,
26,1.0,0.9450699377154946,0.9361320629757667,
27,1.0,0.959094033052576,0.9409775747225341,
28,1.0,0.9454856151579094,0.9367413081999841,
29,1.0,0.9613835662706507,0.9439900755876804,
30,1.0,0.948114578345324,0.9403398095439117,
31,1.0,0.9605982608257396,0.9429924719340721,
32,1.0,0.9487519677164954,0.9421816819252644,
33,1.0,0.9623900803610035,0.9449060147270738,
34,1.0,0.9502651049429851,0.9417081478044317,
35,1.0,0.9642540196586459,0.9479865562333654,
36,1.0,0.9531340760983802,0.9433876824845417,
37,1.0,0.963555819693785,0.9487109619969031,
38,1.0,0.9526479940393492,0.9452753081842024,
39,1.0,0.9649692230436344,0.9493766805933589,
40,1.0,0.9540952023870147,0.9473935616399851,
41,1.0,0.9654654211673861,0.9495979205931887,
42,1.0,0.9575000498633698,0.9499860050078791,
43,1.0,0.9664904373457549,0.9517299734020255,
44,1.0,0.9583800613435846,0.9496278290727066,
45,1.0,0.9662318517187489,0.9517897580988152,
46,1.0,0.9578314208757149,0.9499451210521903,
47,1.0,0.9670017398114681,0.9527900544266314,
48,1.0,0.9594480107301924,0.9514183479694448,
49,1.0,0.968277647443469,0.9532889768935693,
50,1.0,0.9611954795222512,0.9531449576055395,
51,1.0,0.9683505587503635,0.9547144661033296,
52,1.0,0.9598698629918028,0.9522604870805557,
53,1.0,0.969007187222721,0.9562559019536954,
54,1.0,0.9605745860475237,0.9545614232987985,
55,1.0,0.9689217199888805,0.9562547336613837,
56,1.0,0.9631429318152431,0.9557517322924747,
57,1.0,0.9689671567930608,0.9568011408945577,
58,1.0,0.9630905428771129,0.9553873092160867,
59,1.0,0.9688577677559859,0.9560065127337828,
60,1.0,0.9628270151582817,0.955523257229981,
61,1.0,0.9696633582483356,0.9574357532440267,
62,1.0,0.9636543652120587,0.9570055082100828,
63,1.0,0.9694890783263289,0.9587905299086531,
64,1.0,0.9641669536494281,0.9577224996035735,
65,1.0,0.9707761747865662,0.9589562235182413,
66,1.0,0.9644011200612401,0.957470261209203,
67,1.0,0.971100806003335,0.9596571673196347,
68,1.0,0.9656170121504968,0.9591482487697357,
69,1.0,0.9713262774620944,0.9600319224966262,
70,1.0,0.9659522203472782,0.9598879340941112,
71,1.0,0.9714483968333621,0.9601736916698624,
72,1.0,0.9667348795473129,0.9603412855721841,
73,1.0,0.972585942745248,0.9611566772450667,
74,1.0,0.9666528648290693,0.9605575858398128,
75,1.0,0.9723923550424983,0.961407839354195,
76,1.0,0.9671636874105903,0.9605369287455321,
77,1.0,0.9723073914142466,0.961263994826047,
78,1.0,0.9673287332164069,0.9614594590261801,
79,1.0,0.9732959822780344,0.9620176397870935,
80,1.0,0.9675440047699982,0.9616115873400906,
81,1.0,0.9730056366914691,0.9621997967841552,
82,1.0,0.9678901895727344,0.9622778607423773,
83,1.0,0.9731475000580996,0.963625399866439,
84,1.0,0.9686338003398481,0.9627507302193823,
85,1.0,0.9742483337383276,0.9634776003903818,
86,1.0,0.9689640785345095,0.9631339162707137,
87,1.0,0.9736350413991336,0.9635455790381251,
88,1.0,0.9694501610123164,0.9635288890536312,
89,1.0,0.9741988584771936,0.9639990666754598,
90,1.0,0.9697336919858637,0.9640014117827496,
91,1.0,0.9747705355798093,0.9651443386216528,
92,1.0,0.9696316325925978,0.9639759576582229,
93,1.0,0.9748053756664214,0.9653294531760207,
94,1.0,0.9706128582793754,0.9643297058481736,
95,1.0,0.9753575189295753,0.9650942066383408,
96,1.0,0.9706544249383866,0.9651683191764467,
97,1.0,0.9751789204047056,0.9652749564089275,
98,1.0,0.9709234984826196,0.964852387349533,
99,1.0,0.9751411234153993,0.9651229620098852,
100,1.0,0.9714935530612916,0.9655736471969519,
