Vertices,Gr,GrLE,GrL,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.0,0.927,0.927,
5,1.0,0.9881666666666666,0.9801666666666666,
6,1.0,0.9443166666666656,0.9413833333333319,
7,1.0,0.9779126984126991,0.966122222222223,
8,1.0,0.9507053030303021,0.9476767676767669,
9,1.0,0.977481826506827,0.9626406093906097,
10,1.0,0.9537000088361962,0.9514501299912712,
11,1.0,0.9790944937112208,0.9630461215417447,
12,1.0,0.9568455367379574,0.9504114325940018,
13,1.0,0.9783068545330285,0.9605668712792247,
14,1.0,0.9590195654645515,0.9533495701919292,
15,1.0,0.9808834294678609,0.9623252895891627,
16,1.0,0.9622326882051818,0.9540966313910483,
17,1.0,0.9802503075787576,0.9631531721855245,
18,1.0,0.9634817324237007,0.9573585595069226,
19,1.0,0.9792227948889246,0.9640522547707214,
20,1.0,0.9668065219108257,0.9605114053325159,
21,1.0,0.9806806541381788,0.9657488331080734,
22,1.0,0.9670471032984357,0.9601650490051947,
23,1.0,0.9811000355446085,0.9651878947075688,
24,1.0,0.9684446149241935,0.9614805894799342,
25,1.0,0.980124580525996,0.965325581844713,
26,1.0,0.9692497771017196,0.962802440815635,
27,1.0,0.9812035973134406,0.9678789285622518,
28,1.0,0.9697395186637345,0.9632406677903653,
29,1.0,0.9816246713608047,0.9673124038483351,
30,1.0,0.9708359017796467,0.9648569910975304,
31,1.0,0.9814676817849504,0.9678779310566965,
32,1.0,0.9719254640855004,0.9663633074840348,
33,1.0,0.9821856202205579,0.9686242850276773,
34,1.0,0.9732224132704486,0.9675984521972251,
35,1.0,0.9828382446752791,0.9694979418153781,
36,1.0,0.9736432255658012,0.9672083751828847,
37,1.0,0.9829753464670515,0.970067594952334,
38,1.0,0.9748053038190791,0.9688806099386355,
39,1.0,0.9831219200980926,0.9700100416396102,
40,1.0,0.9748822426238486,0.9691186938137798,
41,1.0,0.9828031754814132,0.9706924781597273,
42,1.0,0.9761594242336004,0.9707795382971813,
43,1.0,0.9838964880949598,0.9715046150714854,
44,1.0,0.9762356269542735,0.9703703812228774,
45,1.0,0.9836436190099523,0.9716570598283145,
46,1.0,0.9763974104743989,0.9711496352401519,
47,1.0,0.9834479429249884,0.9715529406756829,
48,1.0,0.9760637399481327,0.9706874406738746,
49,1.0,0.9850500842303289,0.9735268834967161,
50,1.0,0.9769165007274948,0.9718455155216236,
51,1.0,0.9842827775500868,0.9732771415729268,
52,1.0,0.9780723438145769,0.9719885229801485,
53,1.0,0.9843100305228929,0.9740156542548993,
54,1.0,0.9778105056496557,0.972683842929092,
55,1.0,0.9848235589168299,0.9745623455384254,
56,1.0,0.9784225726036068,0.972932718455895,
57,1.0,0.9841373995715199,0.9743141080133102,
58,1.0,0.9782220122192954,0.973135349885456,
59,1.0,0.9841748786418061,0.9743394730296804,
60,1.0,0.9788552780609973,0.9740734097080115,
61,1.0,0.9854868894981464,0.975077533864153,
62,1.0,0.9792578950900347,0.973767729947758,
63,1.0,0.9851332720512244,0.9745631799683081,
64,1.0,0.9793516533919177,0.9746753310024867,
65,1.0,0.9854679895545173,0.9755601426967356,
66,1.0,0.9793761816497464,0.9748708603741165,
67,1.0,0.9851751051524045,0.9756648569842684,
68,1.0,0.980332252966714,0.9755402471672793,
69,1.0,0.9850410583444598,0.9755023145512358,
70,1.0,0.9805953154811742,0.9758776565816364,
71,1.0,0.9850904982629057,0.9760980738706466,
72,1.0,0.9803808800894288,0.9754029419824428,
73,1.0,0.9857353134616781,0.9765377232812397,
74,1.0,0.9808771387112692,0.9762168424686958,
75,1.0,0.9854516493727775,0.9769105446245391,
76,1.0,0.9812447439421358,0.9764883081041889,
77,1.0,0.9861254034414378,0.9772828919116351,
78,1.0,0.9813207507233938,0.9767391679546109,
79,1.0,0.9857638916379198,0.9770477198683786,
80,1.0,0.9815396047434684,0.9771174035470059,
81,1.0,0.9862180793691174,0.9776370185055828,
82,1.0,0.9821833045377334,0.9775207123310113,
83,1.0,0.9867011410604715,0.977712007595222,
84,1.0,0.982089662314875,0.977379460504277,
85,1.0,0.9865699260064701,0.9782123234414698,
86,1.0,0.9822297553457482,0.9778821826518411,
87,1.0,0.9867878843691159,0.9786256168203428,
88,1.0,0.9823874593819769,0.977885616051746,
89,1.0,0.9869761606773316,0.9787469237619055,
90,1.0,0.9825924862928401,0.9784154767040046,
91,1.0,0.9871501054499435,0.9790842753770247,
92,1.0,0.982758996714924,0.978687594175501,
93,1.0,0.9868420516909606,0.9788667736404654,
94,1.0,0.9829398355495952,0.9786090315014001,
95,1.0,0.9871085901683947,0.9795641622230925,
96,1.0,0.9831459577794563,0.979323082943616,
97,1.0,0.9868810507062608,0.9794129659196132,
98,1.0,0.9832517666228733,0.979073713296435,
99,1.0,0.9868804058253293,0.9792248000261927,
100,1.0,0.9831478902619418,0.9787507169962607,
