Vertices,Gr,GrSD,GrSA,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.0,1.03,1.14,
5,1.0,0.9916666666666667,1.16,
6,1.0,0.9731666666666663,1.1958333333333333,
7,1.0,0.961126984126984,1.1449920634920634,
8,1.0,0.9414408369408368,1.1584512987012987,
9,1.0,0.9600786990786989,1.0726860916860916,
10,1.0,0.9161452222957641,1.0570309846242507,
11,1.0,0.9576158166477182,1.1075343139869664,
12,1.0,0.9382697534243869,1.060836186266907,
13,1.0,0.9499397234702013,1.09110245264794,
14,1.0,0.9444299246152084,1.0747713468260414,
15,1.0,0.9399777418367807,1.0512454981837493,
16,1.0,0.947602572106721,1.0530013871915898,
17,1.0,0.9388966753857049,1.0586436580423084,
18,1.0,0.933494736758248,1.0605388467401655,
19,1.0,0.9522565017268796,1.0730905657749674,
20,1.0,0.9251322656293419,1.059032567995604,
21,1.0,0.9501134768512399,1.0841659815730067,
22,1.0,0.9397061280517833,1.0884783412249595,
23,1.0,0.9343910884269213,1.0847672106864898,
24,1.0,0.9224102358364048,1.0723384878702273,
25,1.0,0.9341375388541893,1.081807938058529,
26,1.0,0.9274198302150876,1.059748688748234,
27,1.0,0.9294639107109235,1.0709786951960554,
28,1.0,0.9274108055028165,1.0957287362468993,
29,1.0,0.9265995914320664,1.0763766364041558,
30,1.0,0.9223757512588513,1.0816971851674433,
31,1.0,0.9185376445031284,1.0658369565235262,
32,1.0,0.9436997724764608,1.080877038715464,
33,1.0,0.9220339132178114,1.0850111103203008,
34,1.0,0.9136097129406867,1.073011488143591,
35,1.0,0.9313246416490355,1.08499217529734,
36,1.0,0.9260911721218141,1.0931795389639511,
37,1.0,0.9177824382368098,1.0783869392261947,
38,1.0,0.9270799258754475,1.086532228957728,
39,1.0,0.9218881898564024,1.0782689625944264,
40,1.0,0.9215430709939793,1.08140813465661,
41,1.0,0.9199087781765729,1.0894338459679307,
42,1.0,0.9217120927983358,1.0992791979182661,
43,1.0,0.9211574387176122,1.0870830653256482,
44,1.0,0.9263356536356588,1.0966811102129443,
45,1.0,0.925215499454427,1.0925542343614705,
46,1.0,0.9193284131839089,1.0985120918770162,
47,1.0,0.9069959693979313,1.0889949126855107,
48,1.0,0.9181970536835667,1.0956522109462885,
49,1.0,0.9039713756279848,1.0912091111201403,
50,1.0,0.915920292576239,1.101845003021286,
51,1.0,0.9230979008999962,1.1211608261037456,
52,1.0,0.9009049562174816,1.0867189595093174,
53,1.0,0.9175891874726294,1.0953098839439739,
54,1.0,0.9180675420078859,1.0931329697783752,
55,1.0,0.9263755839193542,1.1141929193234024,
56,1.0,0.9076026394931535,1.1023360115841365,
57,1.0,0.9361947652701061,1.1221519815449044,
58,1.0,0.928519216424045,1.11694724501639,
59,1.0,0.9124033250765439,1.1025139334275647,
60,1.0,0.9179415740145365,1.109787120424218,
61,1.0,0.9142862800862107,1.0999601874903329,
62,1.0,0.9095734964693101,1.1083712659104028,
63,1.0,0.9198350518003984,1.1235943470407626,
64,1.0,0.9166707587785389,1.1143198130312337,
65,1.0,0.9175553171732038,1.1251394429153556,
66,1.0,0.9185097725838278,1.1134525868692018,
67,1.0,0.9238570654522935,1.1221560616177682,
68,1.0,0.9070800587462413,1.1109281078056932,
69,1.0,0.9039242202405405,1.1008301359288413,
70,1.0,0.9231965017803884,1.1220761812802018,
71,1.0,0.9292459377485214,1.1246119555970273,
72,1.0,0.9211127454494842,1.1206988337666755,
73,1.0,0.9118280872360047,1.1133410954396137,
74,1.0,0.9289247176097604,1.1274831360095845,
75,1.0,0.913523380433877,1.1250526461484878,
76,1.0,0.914583597611921,1.1214786549588573,
77,1.0,0.900716039831837,1.1126938583114656,
78,1.0,0.9196842506892525,1.1321313565068387,
79,1.0,0.9245168432194962,1.1309162900547145,
80,1.0,0.9224513617262449,1.1200207779870837,
81,1.0,0.9139479997481631,1.1218056449901712,
82,1.0,0.9199152645225651,1.12353731628918,
83,1.0,0.9225224615032062,1.1327344387142582,
84,1.0,0.9220155537079363,1.1189991198766653,
85,1.0,0.9284601393195241,1.1285442921756563,
86,1.0,0.9201433468746754,1.122544139502282,
87,1.0,0.908326232480726,1.1071992186504096,
88,1.0,0.918123231303296,1.1258213541755913,
89,1.0,0.926580324443283,1.12513593975934,
90,1.0,0.9195593512256345,1.1200612442577385,
91,1.0,0.9152352604037248,1.1332839873972633,
92,1.0,0.9220070077601988,1.1270426718452213,
93,1.0,0.9300102452946181,1.1422616345691927,
94,1.0,0.9302051188100086,1.1499833691326837,
95,1.0,0.9202602430174066,1.1345251123870266,
96,1.0,0.9230174890748377,1.1321745206965557,
97,1.0,0.9253824049312255,1.1379230280727135,
98,1.0,0.9279852440658364,1.143268342597433,
99,1.0,0.9293812468132059,1.1332327951834065,
100,1.0,0.9172527881048892,1.1182747776599216,
