Vertices,Gr,GrSD,GrSA,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.0,0.975,1.2,
5,1.0,1.0566666666666666,1.1616666666666666,
6,1.0,0.9546666666666664,1.1623333333333334,
7,1.0,0.9518333333333334,1.0903095238095235,
8,1.0,0.9523369408369406,1.1197204184704186,
9,1.0,0.9427160894660895,1.103555083805084,
10,1.0,0.9547337433808019,1.0944942875751695,
11,1.0,0.9568607948414783,1.0952778889235684,
12,1.0,0.9427488484013656,1.0858881909974183,
13,1.0,0.9578521187056492,1.0769661796324617,
14,1.0,0.9505155758123028,1.0800809512953933,
15,1.0,0.9360458050700339,1.0490002821090456,
16,1.0,0.9359149204017905,1.0649224505102273,
17,1.0,0.936210879857489,1.0550003310343337,
18,1.0,0.9293791383717278,1.085971609046223,
19,1.0,0.9404833735679844,1.0766301237140312,
20,1.0,0.917290181780374,1.0740067787650553,
21,1.0,0.9520315102927409,1.0836921698173185,
22,1.0,0.9388753320084944,1.0835092935624688,
23,1.0,0.9253712451689639,1.0768015071848767,
24,1.0,0.9159175338782588,1.0553668371725569,
25,1.0,0.93702704198249,1.089409655475255,
26,1.0,0.932515518548103,1.0842938115850336,
27,1.0,0.9435827382281157,1.0876224093732816,
28,1.0,0.9358840892488532,1.080355097968165,
29,1.0,0.9433604120875247,1.0836849245520297,
30,1.0,0.9232455195150157,1.0699333348562645,
31,1.0,0.9268190913061598,1.0681120761558336,
32,1.0,0.9302745253206166,1.087337742835794,
33,1.0,0.9139412546370426,1.0706108387823638,
34,1.0,0.928637370997429,1.0774163826401726,
35,1.0,0.9170304188131196,1.0862180404715005,
36,1.0,0.9271636664692925,1.0877206473858316,
37,1.0,0.9243924512842132,1.0872166771032175,
38,1.0,0.9170344545136903,1.0797423759713787,
39,1.0,0.9170377399716911,1.0706034530891524,
40,1.0,0.9355451775313474,1.109004946957361,
41,1.0,0.9211952568443654,1.0925243593046152,
42,1.0,0.920616347072066,1.0926157646482382,
43,1.0,0.9212746064805464,1.1067204379985842,
44,1.0,0.9334684412163543,1.105760322169959,
45,1.0,0.9268633726951856,1.101566794784497,
46,1.0,0.9003929688732236,1.0766613204572195,
47,1.0,0.910750152972469,1.088673712077037,
48,1.0,0.9100726409500653,1.0938270520136648,
49,1.0,0.9187028103296124,1.101035510790036,
50,1.0,0.9223192376583542,1.1070202697215406,
51,1.0,0.9331963761685986,1.1254925518271681,
52,1.0,0.9239475295918446,1.107078300060128,
53,1.0,0.9100437983422011,1.1090371891227946,
54,1.0,0.9265857323795553,1.1121182288663227,
55,1.0,0.9248325735214223,1.1177478382501171,
56,1.0,0.9172000500230463,1.09966341882627,
57,1.0,0.9336952632995117,1.1328576736621054,
58,1.0,0.9310831418946399,1.1123320178353449,
59,1.0,0.9196071085031803,1.1193709157468974,
60,1.0,0.9092525761472569,1.1052255705693117,
61,1.0,0.9026699638367248,1.1039607549323405,
62,1.0,0.9176888979354481,1.1162328264336123,
63,1.0,0.9287657826225489,1.1155192184981997,
64,1.0,0.912130521666599,1.1073088423889317,
65,1.0,0.916838726765841,1.123992693749704,
66,1.0,0.9151651714264648,1.1183302450590296,
67,1.0,0.9265496504266671,1.1291205390180032,
68,1.0,0.9270457842857998,1.1084237346023615,
69,1.0,0.9207926109184431,1.1296725048951186,
70,1.0,0.9298602350653232,1.1307347414218858,
71,1.0,0.917575191279724,1.1166276476258223,
72,1.0,0.9303654727313422,1.1329191148718964,
73,1.0,0.9274949006428129,1.1267268187068344,
74,1.0,0.9136910331646447,1.1147742363260413,
75,1.0,0.9195954978551272,1.1159507151770922,
76,1.0,0.9258280988645126,1.1407894778769392,
77,1.0,0.9071514491195504,1.1170175942214475,
78,1.0,0.9335147289397767,1.1300570536274035,
79,1.0,0.9156835264187808,1.114435102320939,
80,1.0,0.9136918405505695,1.1211340883875949,
81,1.0,0.929535921558293,1.1345829565482612,
82,1.0,0.9300277942408234,1.137096564618141,
83,1.0,0.9078029906492376,1.1055748252471054,
84,1.0,0.9201781880047535,1.1221648827459643,
85,1.0,0.9159143141375773,1.1269527017645125,
86,1.0,0.912612790510889,1.122675402681556,
87,1.0,0.9260075164777887,1.1323031542323152,
88,1.0,0.9215657176527191,1.1354213817639085,
89,1.0,0.9274361293459767,1.1334294080800522,
90,1.0,0.9265609941206708,1.126748468690154,
91,1.0,0.9131502271826196,1.1162854214168296,
92,1.0,0.915430550035622,1.1349115422772678,
93,1.0,0.9176576443861814,1.1366361397473645,
94,1.0,0.9285531252136174,1.1374963732859156,
95,1.0,0.915498622835255,1.1244614362079037,
96,1.0,0.92370429541764,1.128035606765821,
97,1.0,0.9112210252173498,1.1309495801287905,
98,1.0,0.9236300921286155,1.1372769971191885,
99,1.0,0.9226363160999916,1.140347766317405,
100,1.0,0.9286512856106477,1.1477705252574382,
101,1.0,0.9241707211358164,1.131388029690629,
102,1.0,0.9139490331918139,1.1111311363198795,
103,1.0,0.9473526635229722,1.1600651519435765,
104,1.0,0.929052638260577,1.150639778578032,
105,1.0,0.922025118697513,1.1455552284287878,
106,1.0,0.925221700006245,1.1464684084143086,
107,1.0,0.9370738184893664,1.1553000725223403,
108,1.0,0.933508722002436,1.1397757328877602,
109,1.0,0.9355638529234821,1.1449129830162417,
110,1.0,0.9237169029212224,1.135442203895292,
111,1.0,0.9251063791339229,1.1373879755356042,
112,1.0,0.9283884780082711,1.1452196955658467,
