Vertices,Gr,GrSD,GrSA,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.22,1.1,1.26,
5,1.18,1.15,1.27,
6,1.2158333333333333,1.1175,1.3461666666666667,
7,1.1470000000000002,1.0690000000000002,1.2757142857142862,
8,1.1465238095238095,1.0679960317460315,1.292833333333333,
9,1.1355627705627716,1.0580346320346323,1.2079451659451668,
10,1.151044344544345,1.0735068265068268,1.2077449217449219,
11,1.1405032879057655,1.0701620727913304,1.2169227972749654,
12,1.1325995152620374,1.0863415249013413,1.1923941448259492,
13,1.1272190071217125,1.0450248572514018,1.1996188750850214,
14,1.144210712882488,1.0701477454429762,1.1879761729243463,
15,1.1197027733893372,1.0592942033145125,1.20232681213332,
16,1.12772264679905,1.0278973593127694,1.188682385890276,
17,1.1088148869757406,1.049586785181396,1.1885786183455842,
18,1.120136496717476,1.0421494035039907,1.1913597203211106,
19,1.1221237102161818,1.0286251465683998,1.21456093711278,
20,1.1282204636758508,1.060557430183894,1.2011207708975506,
