Vertices,CSW,Gr,GrLE,GrL,GrSD,
1,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,1.0,1.0,
3,1.0,1.0,1.0,1.0,1.0,
4,1.0,1.18,1.0,1.0,1.2,
5,1.0,1.13,1.03,1.0,1.11,
6,1.0,1.2010000000000003,1.0475,1.0475,1.195833333333333,
7,1.0,1.1632380952380954,1.0905238095238097,1.0456666666666665,1.139,
8,1.0,1.1655000000000002,1.0573015873015874,1.0305952380952383,1.1507341269841271,
9,1.0,1.165530303030304,1.083343434343435,1.0493181818181823,1.1409980574980585,
10,1.0,1.162063936063936,1.0426668331668332,1.0239358974358974,1.1230193140193148,
11,1.0,1.1344696753195216,1.0887506643683122,1.0387482582776704,1.115705597893679,
12,1.0,1.134490957009668,1.0333637368823132,1.0225918584339642,1.1256010168993746,
13,1.0,1.1163643326078108,1.0691590292155508,1.0405915149262976,1.105826390839435,
14,1.0,1.132969274955259,1.0471606775017508,1.0316581171398327,1.1288406010578838,
15,1.0,1.1160539967283212,1.0746092351957985,1.0394453577631948,1.0997842440226104,
16,1.0,1.1162634503969213,1.0322770902990732,1.036891899943781,1.1066600462066172,
17,1.0,1.1026050041195705,1.0583217061013395,1.0343158032167237,1.1092521719459372,
18,1.0,1.116294525766832,1.0359223263164323,1.0287542589004932,1.1071937422730997,
19,1.0,1.0947246668146928,1.0537701053708275,1.0315676537400902,1.1092206491847127,
20,1.0,1.110089641207307,1.0294847676275969,1.025821528323922,1.0949832329237004,
21,1.0,1.090022275140318,1.0557003334909028,1.0300291913887023,1.0882184901571899,
22,1.0,1.0971878017166974,1.0339481750573747,1.0264827363793458,1.0893754414158545,
23,1.0,1.0851672385600188,1.0443924028244813,1.0270386185346496,1.0822159717210367,
24,1.0,1.0924684667555467,1.033573617731058,1.024475092230791,1.0912993307629975,
25,1.0,1.0870819343950893,1.0461773818409554,1.0222018040000587,1.0858538619730087,
26,1.0,1.090557648394736,1.03509816566044,1.0247288350808434,1.0846767798171149,
27,1.0,1.0911736469442987,1.0501311738763892,1.0195112606435237,1.0831124626841828,
28,1.0,1.0879853788345417,1.029395674705187,1.0210107165059106,1.080819395376017,
29,1.0,1.0882841611120952,1.0426654485098554,1.0246241213280822,1.0764940315897231,
30,1.0,1.087241554334685,1.0295322258083603,1.0195034195209467,1.0829790582144745,
31,1.0,1.0821179900748317,1.0383259989710347,1.0235993828743688,1.0740650301181078,
32,1.0,1.080309701864383,1.0282203854167167,1.0176137900915156,1.0809663114013457,
33,1.0,1.0796360295929996,1.040531570274093,1.0212776763272005,1.0741893166671714,
34,1.0,1.0815280293342528,1.0284949111171209,1.0208090718430187,1.0800904858983251,
35,1.0,1.075446564040126,1.0374130948323683,1.0180677047500537,1.0739826537682253,
36,1.0,1.0796687039642514,1.027394335363551,1.0219762581369882,1.0761931102282218,
37,1.0,1.0712305544336134,1.0347881046251244,1.0196332645620292,1.0704059264328296,
38,1.0,1.0746063972732143,1.0281574320303912,1.0189016575578815,1.07512310959262,
39,1.0,1.0709922765802018,1.0361635473347124,1.0200747156489478,1.0670331729362812,
40,1.0,1.0756444732662702,1.0266371632972522,1.0207596428818781,1.0717332137654139,
41,1.0,1.0728856809868978,1.0403956074641116,1.0194565981077042,1.0694278135579454,
42,1.0,1.0730336655436044,1.027872385230581,1.0195532459016332,1.0689336924705588,
43,1.0,1.0683456511070633,1.0303242954293526,1.0191474968539893,1.0652130084160587,
44,1.0,1.0655276409546424,1.0244671955775646,1.0203441517004723,1.0682313813342448,
45,1.0,1.0651205089915066,1.03277869593189,1.0160462723898258,1.0634023059400004,
46,1.0,1.068662118538584,1.0248972868007413,1.0174072236471539,1.0686399649374727,
47,1.0,1.0677067193781524,1.0345234284717981,1.0167915000723553,1.0636664910426312,
48,1.0,1.0691522052049915,1.028172781163418,1.0156403665150573,1.0678643080181225,
49,1.0,1.0637986917760829,1.032665050460333,1.0189107713637684,1.0596383680914965,
50,1.0,1.0626111596856371,1.022674505604587,1.0165612884768493,1.0582201674437406,
