Vertices,BBCLE,Gr,GrLE,GrL,GrSD,
1,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,1.0,1.0,
3,1.0,1.0,1.0,1.0,1.0,
4,1.0,1.1533333333333338,0.9233333333333335,0.9233333333333335,1.0533333333333337,
5,1.0,1.1466666666666667,1.0266666666666666,1.0166666666666666,1.1066666666666667,
6,1.0,1.0996666666666668,0.9499999999999997,0.9499999999999997,1.083833333333333,
7,1.0,1.1058492063492062,0.9989444444444442,0.9497063492063491,1.0667539682539684,
8,1.0,1.0655588023088027,0.9409318181818179,0.9305032467532464,1.0649199134199137,
9,1.0,1.0539488566988566,0.9885332445332439,0.9486349761349753,1.038649073149073,
10,1.0,1.0377463270303828,0.9327400367520337,0.9264794574620425,1.030996535971768,
11,1.0,1.0204226384024135,0.9539214195490269,0.9346308842068022,1.020312323278941,
12,1.0,1.003977396774757,0.9330524952154318,0.9191848125929438,1.0135083527878408,
13,1.0,0.9980518972817576,0.9395488670184526,0.9118289934146013,0.9743614252046434,
14,1.0,0.9795923060772205,0.9168203413996163,0.8986269340689168,0.9755375464667884,
15,1.0,0.9683094115723897,0.9344050775002646,0.9036871416403569,0.9699525869240186,
16,1.0,0.9754850710299762,0.9009266024237274,0.897175985812977,0.9692017899875988,
17,1.0,0.9675579510551339,0.9186693624191823,0.8958397314504123,0.9738737851710607,
18,1.0,0.9631170137385151,0.9057783417518128,0.897697483323728,0.9725343366000421,
19,1.0,0.9656893426732107,0.9198139619399661,0.9014731150022244,0.9595765597467734,
20,1.0,0.9530152334600058,0.8943003412061798,0.8877278451960818,0.94947491981602,
21,1.0,0.957182493470988,0.9193080634374476,0.9003329459725955,0.9508782169291401,
22,1.0,0.9463289918661413,0.8988433190219274,0.8857473741699085,0.9494511075097768,
23,1.0,0.9510796033540078,0.9088755821109733,0.8921047940089799,0.9519840229682377,
24,1.0,0.9427994248078383,0.895844138118648,0.8842236365771946,0.9467485064269848,
25,1.0,0.9415501401592643,0.9038862315271513,0.8908274301052724,0.9456589738843959,
26,1.0,0.9468466216422984,0.9026190475645341,0.8947980366138272,0.9505264037139308,
27,1.0,0.9446988408413989,0.9062015530276026,0.8846008188299043,0.9356471524878933,
28,1.0,0.9377836496911586,0.8915594715524349,0.8817744621209868,0.9345301152517083,
29,1.0,0.9371581368526791,0.9041907306232967,0.8916851376190426,0.9353979204304883,
30,1.0,0.9393427941059048,0.8963990598069091,0.8857053578629681,0.9297090551440925,
31,1.0,0.9409275170346041,0.9061388738028893,0.890020593270578,0.9325915141051817,
32,1.0,0.9370025951900057,0.8920182776048365,0.8838035555829652,0.9284637841597864,
33,1.0,0.9331854420986413,0.8978236584501308,0.884021062676143,0.9287799793015963,
34,1.0,0.9367982442442693,0.8921246622943332,0.8843961015681213,0.9338592135657952,
35,1.0,0.9303563402820296,0.9012008229403295,0.8846626741767131,0.9287134465142711,
36,1.0,0.9353918459508668,0.8931713912379169,0.887730884601766,0.9291733351012241,
37,1.0,0.9301402927036811,0.8972776424138581,0.8852119051973912,0.9301281616349558,
38,1.0,0.9327105348539049,0.8938963338914953,0.8831148473770528,0.9299727857747924,
39,1.0,0.9347319822036377,0.9022157053336308,0.8878170517842624,0.9333161042177888,
40,1.0,0.9324004702853651,0.8936944431799942,0.8860520131154224,0.9300162291621292,
41,1.0,0.9300344503214727,0.9029275846005202,0.8865619371729798,0.9293405279798914,
42,1.0,0.9299848234439955,0.8935699390041556,0.8842099271261002,0.9289346525208524,
43,1.0,0.9321937433922891,0.902327574898464,0.8894402278817789,0.9271163013226811,
44,1.0,0.9293122514274756,0.8912454280855349,0.8897723184510242,0.9307634552324927,
45,1.0,0.9324241293994513,0.9040256802558543,0.8884623734694946,0.9310889619986884,
46,1.0,0.9261726002375354,0.8922606116356049,0.8853202167950579,0.9298091154400483,
47,1.0,0.931312429895398,0.9019688086807132,0.8919061752774925,0.9303546830683888,
48,1.0,0.9335175693728464,0.8941496647526577,0.889208314793347,0.9278290746030075,
49,1.0,0.9299662174104647,0.9007721115888546,0.8882071260516622,0.9269064639255223,
50,1.0,0.9288595817539443,0.8933030783079273,0.8834829524609935,0.9273028422570201,
