Vertices,BBCLE,Gr,GrLE,GrL,GrSD,
1,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,1.0,1.0,
3,1.0,1.0,1.0,1.0,1.0,
4,1.0,0.8966666666666673,0.7866666666666667,0.7866666666666667,0.7866666666666667,
5,1.0,0.9133333333333334,0.8833333333333334,0.8733333333333334,0.8633333333333334,
6,1.0,0.893333333333333,0.8243333333333329,0.8203333333333329,0.833833333333333,
7,1.0,0.9008412698412694,0.8810793650793646,0.8557222222222216,0.8748412698412694,
8,1.0,0.8713888333888334,0.8263454323454321,0.826484321234321,0.8508732101232102,
9,1.0,0.8733378878603336,0.8508476281200739,0.8387468955193412,0.8526914509638968,
10,1.0,0.8453240810994243,0.8118078706456043,0.8080131817174014,0.8311000704740134,
11,1.0,0.8517508064342606,0.8288469374122429,0.8147101550319824,0.8349932842547707,
12,1.0,0.8425158135869601,0.7918315284633887,0.7880975986298963,0.805136782454147,
13,1.0,0.8266477513482,0.8089936828814007,0.7942643858237571,0.8063706314020525,
14,1.0,0.8225606237950004,0.7906749485488477,0.7823897074798851,0.7983191204919298,
15,1.0,0.823348183512441,0.8078041081061089,0.7940907649701526,0.81074566874226,
16,1.0,0.8147224291461294,0.7832243135226146,0.7790841225587362,0.7917603816198205,
17,1.0,0.8005836340105433,0.7887049989944802,0.7700448900732633,0.7885853445030406,
18,1.0,0.7997030139485204,0.7693292896765415,0.76319881699058,0.7785213306649246,
19,1.0,0.7909658548524792,0.771959423534978,0.7621510019495504,0.7767809283327155,
20,1.0,0.7896478574097643,0.762305958393555,0.7560242037029207,0.7783900850377308,
21,1.0,0.7947432297087917,0.7752691295181716,0.7608750982466601,0.7770051718164332,
22,1.0,0.7758544627603982,0.7495826086343533,0.7487879871033556,0.7655861900806193,
23,1.0,0.7838442572898322,0.7687426209722632,0.7559175557336429,0.7686003499398878,
24,1.0,0.7757130908990887,0.7504797979966349,0.7458170982891086,0.7680815330883748,
25,1.0,0.7768816244409368,0.7627047649164419,0.749952539069221,0.7647804239932836,
26,1.0,0.7727332019916092,0.746962552039088,0.7431134145131566,0.7611517905258107,
27,1.0,0.7702467842767436,0.7553107808983706,0.7450813608361082,0.7610091459160513,
28,1.0,0.7700832085850594,0.7457028320917596,0.7427053437027017,0.7605264837457306,
29,1.0,0.7658222525070068,0.749329432649277,0.740387976657637,0.7583744182322032,
30,1.0,0.7632882004714524,0.7440327883295591,0.736163303362915,0.7557046323384472,
31,1.0,0.7593785369349146,0.7479062045488228,0.7359204963731417,0.7526610729811501,
32,1.0,0.7524639569739497,0.7318618186298522,0.7272015380880847,0.7459354288055553,
33,1.0,0.7585508226068872,0.7459598848443298,0.7343109828487374,0.7523497235127156,
34,1.0,0.7552391352955807,0.7330310364580077,0.7288988939643759,0.7454378281717579,
35,1.0,0.7548244817614878,0.7428015456405532,0.7313513278935296,0.749063259733119,
36,1.0,0.7553768465460899,0.7366119452691006,0.7322305794896482,0.7498313090101112,
37,1.0,0.756686158826024,0.7436609139371241,0.7317302055396229,0.7509038791593785,
38,1.0,0.7500642620128188,0.7309192835804249,0.7269290458145021,0.7442658915159767,
39,1.0,0.7534090202156972,0.7409981247092177,0.7327897658407063,0.7503448991701369,
40,1.0,0.747139186707466,0.7296804892461783,0.7249954167026066,0.7440769611371446,
41,1.0,0.753193566171265,0.739302289160065,0.7286435664839582,0.7434895392459935,
42,1.0,0.7456433670956089,0.726924446160085,0.7243578724665352,0.7413670848032448,
43,1.0,0.7503479272555488,0.7371415722741351,0.7284901886679233,0.7473938261973835,
44,1.0,0.7467858650854804,0.731429414444586,0.725118179282349,0.7415513819456665,
45,1.0,0.7481099419647326,0.7360997245571772,0.7265859118533118,0.7433550764688713,
46,1.0,0.7414351799720909,0.723507433059997,0.7205550790782975,0.7378077426923864,
47,1.0,0.7402268493962362,0.7290161673389232,0.721847486628061,0.7361195944715004,
48,1.0,0.7448732097140415,0.7285867034030622,0.7245425943145269,0.7411679959393545,
49,1.0,0.7392085399538906,0.7268208726424079,0.7195262527776214,0.7355540108250612,
50,1.0,0.7459452204931678,0.7276297256456682,0.7240298702182065,0.7409834163955518,
