Vertices,BBCLE,Gr,GrLE,GrL,GrSD,
1,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,1.0,1.0,
3,1.0,1.0,1.0,1.0,1.0,
4,1.0,1.09,0.99,0.99,0.99,
5,1.0,1.1066666666666667,1.0166666666666666,1.0166666666666666,0.9966666666666667,
6,1.0,1.1383333333333332,1.0,1.0,1.0013333333333334,
7,1.0,1.1423333333333334,1.015,1.005,1.0,
8,1.0,1.1234166666666667,0.9931944444444444,0.9931944444444444,0.99875,
9,1.0,1.2331904761904762,1.0116904761904761,0.9983571428571427,1.0011818181818182,
10,1.0,1.1317261904761904,1.0,1.0,1.0,
11,1.0,1.240961038961039,1.0,1.0,1.0,
12,1.0,1.086136904761905,0.988720238095238,0.988720238095238,0.988720238095238,
13,1.0,1.1355874713521772,0.9924705882352941,0.9924705882352941,0.9924705882352941,
14,1.0,1.028309194890077,0.9827536393345216,0.9827536393345216,0.9827536393345216,
15,1.0,1.1790657795420956,0.9830280701754387,0.9830280701754387,0.9878280701754386,
16,1.0,1.1112731172336436,0.9825150965187264,0.9825150965187264,0.9825150965187264,
17,1.0,1.096359355728551,0.99225,0.99225,1.002225,
18,1.0,1.0337545653789981,0.9824257355830632,0.9824257355830632,0.9824257355830632,
19,1.0,1.16077088521449,0.9824596896161427,0.9824596896161427,0.9824596896161427,
20,1.0,1.0799790651854106,0.9809223940425068,0.9809223940425068,0.9809223940425068,
21,1.0,1.0916101789877366,0.9846598075348076,0.9846598075348076,0.9846598075348076,
22,1.0,1.0554887770570212,0.9566646698068092,0.9566646698068092,0.9566646698068092,
23,1.0,1.0437889943723453,0.9704674233507744,0.9704674233507744,0.9754674233507744,
24,1.0,1.068526718959032,0.9533596542772323,0.9533596542772323,0.9533596542772323,
25,1.0,1.0361001545471127,0.9425042714081141,0.9425042714081141,0.9425042714081141,
26,1.0,1.0292574325309178,0.9618415511452783,0.9618415511452783,0.9618415511452783,
27,1.0,1.0350020746750836,0.9478356852112707,0.9478356852112707,0.9478356852112707,
28,1.0,1.0535311218087593,0.9421721602039912,0.9421721602039912,0.9421721602039912,
29,1.0,1.0148028685359967,0.9448271641937517,0.9448271641937517,0.9448271641937517,
30,1.0,1.027220804372454,0.9327463791516615,0.9327463791516615,0.9327463791516615,
31,1.0,0.9990294273120709,0.9249418579713038,0.9249418579713038,0.9249418579713038,
32,1.0,0.995253036729117,0.9286561475898765,0.9286561475898765,0.9286561475898765,
33,1.0,1.0267057425935049,0.9231971509705826,0.9231971509705826,0.9275449770575392,
34,1.0,0.9684023982945503,0.9107743416307252,0.9107743416307252,0.9107743416307252,
35,1.0,0.9313422971267421,0.885566010475944,0.885566010475944,0.885566010475944,
36,1.0,0.9586721704182556,0.8929748186572827,0.8929748186572827,0.8929748186572827,
37,1.0,0.9629980454927235,0.8985537483174193,0.8985537483174193,0.9021326956858402,
38,1.0,0.9685769831581627,0.8809776289640361,0.8809776289640361,0.8834588319715548,
39,1.0,0.9183118253884116,0.864911232333967,0.864911232333967,0.864911232333967,
40,1.0,0.9248134501568867,0.8701806706934976,0.8701806706934976,0.8701806706934976,
41,1.0,0.8621103003516845,0.8402323734530185,0.8402323734530185,0.8402323734530185,
42,1.0,0.9071165577120262,0.8437469910868545,0.8437469910868545,0.8437469910868545,
43,1.0,0.917429113886851,0.8607263073678161,0.8607263073678161,0.8665724612139699,
44,1.0,0.8684734038419016,0.8386333591483937,0.8386333591483937,0.8386333591483937,
45,1.0,0.88701423340541,0.820083034199889,0.820083034199889,0.8230617576041445,
46,1.0,0.8884096986334046,0.8199923704166643,0.8199923704166643,0.8199923704166643,
47,1.0,0.8713003789742837,0.8191065609904434,0.8191065609904434,0.8191065609904434,
48,1.0,0.8543768089043151,0.8109449549776858,0.8109449549776858,0.8109449549776858,
49,1.0,0.8544758262254747,0.823623600977273,0.823623600977273,0.823623600977273,
50,1.0,0.8689091276393031,0.8065309894661117,0.8065309894661117,0.8065309894661117,
