Vertexes,Gr,GrSD,GrSA,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.1,1.2,1.4,
5,1.1,1.1,1.5,
6,1.5833333333333335,1.5833333333333335,1.225,
7,1.09,1.2066666666666666,1.2204761904761905,
8,1.155357142857143,1.1325396825396825,1.1043650793650794,
9,1.1961183261183261,1.1017676767676767,1.1958080808080809,
10,1.073076923076923,1.1106476856476857,1.2763952713952713,
