Vertexes,Gr,GrSD,GrSA,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.2,1.0,1.5,
5,1.0,1.2,1.0,
6,1.2083333333333335,1.075,1.2916666666666665,
7,1.0,1.1400000000000001,1.1700000000000002,
8,1.0785714285714285,1.0914682539682539,1.1922619047619047,
9,1.2365223665223666,1.0285714285714285,1.2243795093795093,
10,1.115967365967366,1.0153846153846153,1.2605994005994006,
