Vertexes,Gr,GrSD,GrSA,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.3,1.1,1.4,
5,1.3,1.0,1.3,
6,1.2083333333333335,1.1166666666666667,1.1833333333333333,
7,1.1533333333333335,1.0666666666666667,1.1066666666666667,
8,1.1107142857142858,1.1111111111111112,1.2421825396825397,
9,1.0881818181818184,1.135,1.1931313131313133,
10,1.1099816849816848,1.104029304029304,1.2282967032967034,
