Vertices,BBC,Gr,GrLE,GrL,GrSD,
1,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,1.0,1.0,
3,1.0,1.0,1.0,1.0,1.0,
4,1.0,1.1933333333333334,0.9533333333333336,0.9533333333333336,1.1133333333333335,
5,1.0,1.0966666666666667,1.0766666666666667,1.0466666666666666,1.1266666666666665,
6,1.0,1.1029999999999998,0.9526666666666663,0.9486666666666663,1.2356666666666665,
7,1.0,1.1695317460317463,1.05484126984127,1.017269841269841,1.1435317460317458,
8,1.0,1.0792285214785213,0.9455492285492282,0.9393270063270058,1.0812285214785216,
9,1.0,1.030938672438672,0.9794042346542341,0.9466297036297031,1.0912758630258632,
10,1.0,1.0395157334495568,0.9320925071660368,0.9233838506264975,1.0506210823490234,
11,1.0,1.0299695958234798,0.9749368225252258,0.9393704801988211,1.0325537075882347,
12,1.0,1.0087481034607215,0.9338142340430113,0.9222703257773637,1.0203790658625422,
13,1.0,1.0145024456975578,0.9549594566431924,0.9337711961205792,1.0158467117931247,
14,1.0,0.9925841481142207,0.9133542834995019,0.9089680815074774,0.9848557186253677,
15,1.0,1.0076346773577574,0.959576768595821,0.9185471698190729,0.9841926333468183,
16,1.0,1.0014450023778336,0.9165795685524765,0.9109185619677654,0.9875133566102486,
17,1.0,0.9819176054022449,0.9331606950469618,0.9161734529090569,0.9794784964571446,
18,1.0,0.9779377993008045,0.9120867401774427,0.8977328969954464,0.9687937830695067,
19,1.0,0.9757684946876033,0.9391915454310269,0.9115115506498144,0.9796917950645333,
20,1.0,0.9637436836460597,0.9076986300248051,0.8963331796025852,0.9719083860878053,
21,1.0,0.9732224905914693,0.9218798675553088,0.906208762157314,0.963562221190489,
22,1.0,0.9653632544912061,0.9166602753355926,0.8996405735301134,0.9725155736702312,
23,1.0,0.9653203027739785,0.9264292439089385,0.9065375636731139,0.9624891765113894,
24,1.0,0.9644427439915662,0.9101677046690284,0.899239331488562,0.9651072896894771,
25,1.0,0.9637966551387458,0.9195713923513555,0.8964800303419714,0.9561041061529565,
26,1.0,0.9531146245345987,0.8987105079932362,0.8966483724072202,0.9451583185459371,
27,1.0,0.9662882853424564,0.9197642318279442,0.9051496192257287,0.9627374436994408,
28,1.0,0.9576732963912497,0.9019463852921696,0.8926451609862012,0.9492539810004975,
29,1.0,0.9620133583120611,0.9196665167097531,0.904032713730173,0.9541021429732482,
30,1.0,0.9484417234942694,0.9008423670191407,0.8936304294819741,0.9451970380675551,
31,1.0,0.9525798407720011,0.9146406734898642,0.8996323842093994,0.9479155831148592,
32,1.0,0.9539107672978073,0.9016593410042334,0.8963851516816868,0.9563617393413553,
33,1.0,0.948799368918233,0.9115968091073055,0.8977337597663491,0.9453987374724114,
34,1.0,0.953572231747725,0.9029915061318147,0.8962734365005651,0.9419331241476501,
35,1.0,0.9501372356949419,0.9111374381136257,0.8984623062328722,0.944026545812548,
36,1.0,0.9532212645231022,0.9047466216259674,0.8944229535567206,0.9429805576719044,
37,1.0,0.9510672075079171,0.9135726530676322,0.8989008596828425,0.9487077325897689,
38,1.0,0.9476933741738724,0.9027272488177616,0.8939188362794162,0.9439218803116012,
39,1.0,0.9480082808376247,0.9169357321958672,0.9017839331970113,0.9450244173850377,
40,1.0,0.9471351810981722,0.9029141816236879,0.8974829717389582,0.9475402574522035,
41,1.0,0.9454102360321628,0.9107671477586676,0.9007163123392486,0.9475348052235532,
42,1.0,0.9445807783871436,0.9020894670973315,0.8976941110122629,0.9448819827354921,
43,1.0,0.9476612249316199,0.9138883616634473,0.9003310867687273,0.9513838453949636,
44,1.0,0.9445721949973297,0.9058337623834227,0.8967779312721995,0.9451033565267484,
45,1.0,0.946803301045742,0.9162108073302345,0.9026016814730261,0.9420450453606699,
46,1.0,0.9449907787446966,0.9069214530478945,0.9013294241019848,0.9403035608118341,
47,1.0,0.9426256515988064,0.914167053508931,0.9008362148128697,0.9432079402783441,
48,1.0,0.9407702360953388,0.9047122604276839,0.8969761660762908,0.9424655122738216,
49,1.0,0.9459250609724648,0.9140502228194669,0.9000454382224592,0.943916795368399,
50,1.0,0.9440346467173747,0.9079374685396568,0.8994014946891611,0.9423136668733498,
51,1.0,0.9470490038468856,0.9139482408912636,0.9021291445780437,0.9434449334968646,
52,1.0,0.946573912048812,0.9058831197014031,0.899993005156948,0.9420438935372346,
53,1.0,0.9442257935050473,0.9158154213670151,0.8998497928194152,0.9438110945533024,
54,1.0,0.9432880184598273,0.9071930150692306,0.90222538779391,0.9469668056215784,
55,1.0,0.944260100499999,0.9136222615291737,0.9032786952349956,0.9411519598279062,
56,1.0,0.9418644185257715,0.9055214884663446,0.9002197470332048,0.9426333023594792,
57,1.0,0.9433337514515255,0.9148023322213629,0.9015543490864083,0.9418286042630477,
58,1.0,0.9450236076930619,0.9076723280128887,0.9014886166561932,0.9447305873610855,
59,1.0,0.9428301578864344,0.9150386410707806,0.9023914509333723,0.9420235569188287,
60,1.0,0.9409541483275459,0.9047710201852179,0.9018982580271055,0.9400917675397246,
61,1.0,0.9445136383271198,0.9141984574571249,0.9021918259822808,0.9423623116175897,
62,1.0,0.9400482884691231,0.9095265070331078,0.902314391545785,0.9415967879842908,
63,1.0,0.9430641795842706,0.9174623330099334,0.9029729030607228,0.9444628148738198,
64,1.0,0.9399594816295034,0.9084115196090141,0.9027507001946695,0.9389140948539696,
65,1.0,0.9460365801463915,0.9175714526715454,0.9051301902366155,0.9422697510422211,
66,1.0,0.9457667828616624,0.9113044944865467,0.9026870599505505,0.944167980516687,
67,1.0,0.9439035160475292,0.9170295097774595,0.9049501851932577,0.93982921193296,
68,1.0,0.9416824930555046,0.9108188184305726,0.9027604296147186,0.9421848068402068,
69,1.0,0.9449679778722669,0.9185620152587801,0.9065030335662169,0.9462107211122711,
70,1.0,0.9453887066829535,0.9108490516739329,0.9033502575720961,0.9389584378749798,
71,1.0,0.9441637887788723,0.9195331479114576,0.9052752112624489,0.9416048428697149,
72,1.0,0.9436239307318937,0.9109974016466105,0.9064737775179172,0.9430170308933766,
73,1.0,0.9433435688098164,0.9174202706607928,0.9075272969305084,0.9415026118054675,
74,1.0,0.942463623004216,0.9100888341309171,0.9051731709881912,0.9411739306215888,
75,1.0,0.9446341381880545,0.9181475083333532,0.9059910919310084,0.9432912522258061,
76,1.0,0.9430787248182803,0.9121359932285286,0.9063992982809915,0.9408061797121813,
77,1.0,0.9425637309427536,0.9182819001354189,0.9087500950752585,0.9447290275668435,
78,1.0,0.9431604764315864,0.9124719436414844,0.9070282223188574,0.9431904139484101,
79,1.0,0.9439565656063026,0.91954585896722,0.9074965116876803,0.9441074084127378,
80,1.0,0.9427132323422058,0.9137435747270384,0.9085656863700255,0.9445827212099076,
81,1.0,0.9459307964259641,0.9217060634855142,0.9116597966816441,0.9459772170764513,
82,1.0,0.9457653180717271,0.9154385517725779,0.9077988471111432,0.9454699964995027,
83,1.0,0.9461593850280136,0.9219324669162536,0.9107802726283595,0.9458767788527603,
84,1.0,0.9459350390489563,0.9159732455597269,0.9077107229645591,0.9435611725202415,
85,1.0,0.9437596899955285,0.9186287652251046,0.9078764445233952,0.9443160965014006,
86,1.0,0.9456052200651692,0.915107484695911,0.9089878964508918,0.9428916106266653,
87,1.0,0.9435035913654256,0.9180507365305739,0.9108284003765711,0.9448185933465695,
88,1.0,0.9456211166170558,0.9145355494041228,0.909718792249924,0.942711349624493,
89,1.0,0.9430951208260564,0.9190492647549985,0.9096258361510731,0.9415985167394245,
90,1.0,0.9442747591316365,0.9161505923678522,0.9102633717020633,0.9444424908400141,
91,1.0,0.9425514451867538,0.9181557623430859,0.9103915848000443,0.945205211810334,
92,1.0,0.944045285431534,0.917353291194398,0.9117320296987355,0.945765488246717,
93,1.0,0.9442069172952218,0.9200091948051713,0.9116165525988805,0.9442684180246963,
94,1.0,0.9443561303126615,0.9166575312666645,0.9106253875900565,0.9424461601892815,
95,1.0,0.9435914583644768,0.9193145132164723,0.9117347395416432,0.9439820374572517,
96,1.0,0.9459306600383763,0.917352927659259,0.9109907964037122,0.9432031368385893,
97,1.0,0.9443415025578255,0.9209840962146036,0.9127096949789498,0.9436007937199286,
98,1.0,0.9449261580073696,0.9182200249095758,0.9121552063298414,0.9438526829320534,
99,1.0,0.945388761888338,0.9203616456844046,0.9120525312790403,0.9449358340927693,
100,1.0,0.9438450924571711,0.9172532006691066,0.9121665449303569,0.94166118308582,
