Vertices,BBC,Gr,GrLE,GrL,GrSD,
1,1.0,1.0,1.0,1.0,1.0,
2,1.0,1.0,1.0,1.0,1.0,
3,1.0,1.0,1.0,1.0,1.0,
4,1.0,0.9419999999999923,0.8109999999999946,0.8109999999999946,0.8149999999999944,
5,1.0,0.9659999999999955,0.9259999999999959,0.9139999999999959,0.8989999999999959,
6,1.0,0.896183333333337,0.8262000000000039,0.8259000000000042,0.842983333333338,
7,1.0,0.9011484126984151,0.8756944444444466,0.8560682539682557,0.8740587301587319,
8,1.0,0.8805618603618587,0.824377641802639,0.8197555555555532,0.8438017760017724,
9,1.0,0.8643827738824651,0.8431616797890802,0.8294401397278345,0.8508291613271501,
10,1.0,0.8585868271046009,0.8133541818268382,0.8079117228439864,0.8310142594993478,
11,1.0,0.8471173591524973,0.8272141668850089,0.8129260818820351,0.827702040675994,
12,1.0,0.8353460914262092,0.7974928674833948,0.79364981491975,0.8117948570681892,
13,1.0,0.8240179056268055,0.8058126593561398,0.7913042896531624,0.805898567474727,
14,1.0,0.8161959867592462,0.78144918478155,0.7767182981021336,0.7962101607729921,
15,1.0,0.8160692920408363,0.7994318549868797,0.784232127978311,0.8000884634665888,
16,1.0,0.811809356241803,0.7781616395647221,0.7730794155778742,0.7932920084986437,
17,1.0,0.8024142019970252,0.785786472234281,0.771477172984654,0.7881244099506587,
18,1.0,0.7972949749831687,0.7673855233202614,0.7631372161402022,0.7812696824171166,
19,1.0,0.7921434904364366,0.7754982869256155,0.7625450781568155,0.7786301308756682,
20,1.0,0.7910223376814753,0.7611853352030469,0.7566927314579014,0.7748877631305686,
21,1.0,0.7864672943964179,0.7704100807755236,0.7584445780760097,0.77453878694987,
22,1.0,0.7812652585003256,0.7551343183499046,0.7508715164127104,0.7684385345117635,
23,1.0,0.7759718422815878,0.7615982489974844,0.7496137799819012,0.7667663389474814,
24,1.0,0.7755422359810397,0.7499701362074938,0.7455684917049854,0.7638342592526154,
25,1.0,0.7750952723701922,0.7600326736971527,0.7481118516990465,0.7648404015886471,
26,1.0,0.771762734275829,0.7476415141181834,0.7423432444014441,0.7616871644671519,
27,1.0,0.7715515495071137,0.7569821385978098,0.7448169829609556,0.761527420537104,
28,1.0,0.7676363147321755,0.7445253739951277,0.7401404506258521,0.7579487303856229,
29,1.0,0.7665065384777797,0.751485547287355,0.7400550475593575,0.7576201154154505,
30,1.0,0.7644225471731194,0.7426262046344991,0.7384212655952497,0.756587538093069,
31,1.0,0.764974639606885,0.7508691266717239,0.7397439495559507,0.7570798127057187,
32,1.0,0.7622574589633749,0.740885025869094,0.7364337133958511,0.7536277046085049,
33,1.0,0.7620095116147179,0.7477286580788257,0.7373931971048187,0.7542470192678228,
34,1.0,0.7568519320618841,0.7361551838091548,0.7313588110286243,0.7491646059428086,
35,1.0,0.7577590274883038,0.7449495820512861,0.7345435789014364,0.7519861827769707,
36,1.0,0.7577247811267741,0.736751494589123,0.73203992417836,0.7497826111977378,
37,1.0,0.7536504290791153,0.7403453211557373,0.7304415976428972,0.7468543553588198,
38,1.0,0.7530165326753272,0.7335197600416788,0.728875451898635,0.746242900815263,
39,1.0,0.750966145993827,0.7381212253537163,0.728872404384029,0.745060013254419,
40,1.0,0.7503186167950473,0.7309678879687629,0.7268600895559965,0.7438900093847922,
41,1.0,0.7500686600205152,0.7369178985943879,0.7280206695251256,0.7448836595383418,
42,1.0,0.7506241889759641,0.7320272967773188,0.7278503480309071,0.7449568827679552,
43,1.0,0.7478988342270143,0.7352235044672054,0.7268184505110583,0.7426973001246595,
44,1.0,0.7472595822709374,0.7285277873405916,0.7244891938406338,0.7418721642892485,
45,1.0,0.7450164787603193,0.7333500429279054,0.723659946305095,0.7392649764986912,
