Vertexes,Gr,GrLE,GrL,
1,1.0,1.0,1.0,
2,1.0,1.0,1.0,
3,1.0,1.0,1.0,
4,1.1300000000000001,0.9600000000000002,0.9600000000000002,
5,1.16,1.05,1.01,
6,1.1286666666666665,0.955333333333333,0.9493333333333329,
7,1.1128968253968257,1.0131349206349205,0.9735634920634918,
8,1.1045238095238097,0.9630238095238094,0.9505674603174603,
9,1.0805133200133201,0.9823223998223998,0.9528484293484293,
10,1.0538579333463234,0.946830260039238,0.9468056127309221,
11,1.0543548852547373,0.9804591951474433,0.9582022644575473,
12,1.0204200088311,0.9351890537000475,0.9302831169504775,
13,1.0020356226307436,0.9478513058577837,0.9217750011434903,
14,1.0202915827638332,0.9326439978548803,0.9281735035212825,
15,0.9961798995916393,0.9333944751193043,0.9238774293333434,
16,0.9796137962710253,0.9153614354959736,0.9088924309138017,
17,0.9803191335056668,0.9290641008196416,0.9210054115827953,
18,0.9811962198072197,0.9008144998056147,0.8993911720554625,
19,0.9770718871943103,0.9139730413927534,0.9028656274838014,
20,0.9661011123834163,0.8881439297068673,0.8843833652224907,
21,0.9760035648058136,0.9237086699523549,0.9013885545500429,
22,0.9527485237980844,0.8730725206160791,0.8625563667776639,
23,0.9499325468987293,0.8850812546909992,0.8839445129252037,
24,0.945618530027469,0.8693451909416029,0.8654668921949855,
25,0.959975528893428,0.8972335716255462,0.8861920997316416,
26,0.9497071922066574,0.8727302311576668,0.8730713223817772,
27,0.9488944028140692,0.8739311567691038,0.8679609558212806,
28,0.9412936823566456,0.8678796184180381,0.8588329670564809,
29,0.9462642290210312,0.8763336522329389,0.8685442197979305,
30,0.9524500320898686,0.8685916051633074,0.8589193045162401,
31,0.9288038403264275,0.8629110425190984,0.8536288251089647,
32,0.9369892228395672,0.8581082571989361,0.8500185170009062,
33,0.927702655165391,0.8622636966111645,0.8521740688318996,
34,0.9171289600042581,0.850766193638589,0.8515937183079265,
35,0.934583476771712,0.8611391407083687,0.8466857323882447,
36,0.9294834971108162,0.8487691028228693,0.8467860035294811,
37,0.9337967916623083,0.8603703373158039,0.8481419620052805,
38,0.9207857552598806,0.8375656739344036,0.8316328891942579,
39,0.9287862952694224,0.8497900001197896,0.8356874153491234,
40,0.9275714316766903,0.8309845317052228,0.8272463198102322,
41,0.920849754602469,0.8481979859886356,0.8302575261971233,
42,0.923910841992481,0.8358239566121881,0.8260156386122803,
43,0.914749489898924,0.8240884007594497,0.8176511274240192,
44,0.9243916743346147,0.830806052303103,0.8252779769354874,
45,0.9026326096428976,0.8269708598747737,0.8207890730591616,
46,0.9192452987429672,0.830135709650584,0.8207760996105187,
47,0.9198221155407172,0.8277420533385802,0.8160684957842005,
48,0.9134460270452491,0.8214586283844619,0.8162932322306443,
49,0.9148139436546504,0.8259427781935813,0.8152443965432608,
50,0.9094795983878049,0.8172052844234838,0.8144608375710449,
51,0.9212006366534924,0.8192344692756107,0.8104672344991287,
52,0.906372352330081,0.8155678157910277,0.8128085299126201,
53,0.9051690241310153,0.8175113232035038,0.8122333739661453,
54,0.9025805095951108,0.8130913095372883,0.8067601695671398,
55,0.8963162612545104,0.808543147035772,0.8032763844632334,
56,0.9079863057589208,0.8064257817792944,0.8044227697311015,
57,0.9042983968653466,0.8149864633368981,0.8098148142866224,
58,0.9033348263804768,0.800085934554336,0.8000400773994459,
59,0.906368877657113,0.8030927033497675,0.8041957985381764,
60,0.9024419978914118,0.8048923144277714,0.8028686613397293,
61,0.9004473711676885,0.8030596678935015,0.8005926824365348,
62,0.8920795668962224,0.7993421588574176,0.7976779098484482,
63,0.8963960596660965,0.8015304791359011,0.8000583092570668,
64,0.8865669828518185,0.7993249401342696,0.7957503620350437,
65,0.8917466381072922,0.799964240412598,0.7899572661083342,
66,0.8853295063685901,0.7960589801029773,0.7960696982165892,
67,0.8804090605496991,0.7896688598549556,0.7880336397291694,
68,0.8849410869994423,0.7944129089120163,0.7921778616927088,
69,0.8867924865001713,0.7905978705983001,0.7888952141382538,
70,0.8724732919685039,0.7875128348260076,0.7875128348260076,
71,0.8912565214993662,0.7933474006331648,0.7916671838309968,
72,0.8867482795917957,0.7957775573972721,0.7924772303083633,
73,0.8816191537454752,0.7879057695745061,0.7860875877563243,
74,0.8879906753694827,0.7868306611605138,0.7868306611605138,
75,0.8945201898237147,0.7890885110584162,0.7866741569526066,
76,0.8795214423439452,0.7860472413651242,0.7843725231686669,
77,0.8725359456050016,0.7872343895283926,0.7859020122000924,
78,0.872385831009506,0.78119740021046,0.78119740021046,
79,0.8802451652290644,0.782493734221109,0.7824642202604508,
80,0.8733905940377337,0.7813035959609329,0.7813035959609329,
81,0.8752677477535498,0.7794442391977837,0.7794442391977837,
82,0.8722839487291203,0.7805966756108411,0.7805966756108411,
83,0.8809402063207292,0.783493255112615,0.783493255112615,
84,0.8691454796834459,0.7779307092245914,0.7779307092245914,
85,0.8569980676947471,0.7806458082253783,0.7782513532789386,
86,0.8746246595354629,0.7790752857189005,0.7790752857189005,
87,0.8736631038621219,0.7805673843606684,0.7785196456672011,
88,0.8670446622959394,0.7791844272648405,0.7791844272648405,
89,0.8623740823927463,0.7792079828733588,0.7773637675239888,
90,0.8646171157377616,0.780440974483895,0.780440974483895,
91,0.8576509105389968,0.7762131841461033,0.7762131841461033,
92,0.8740342049556314,0.7763187761927379,0.7763187761927379,
93,0.8646156532302233,0.7763595592544306,0.7745301018900895,
