Vertexes;Gr;GrL;GrLE;GrSD;GrSA;
98;0.9544851966416261;0.9067609368095448;0.9217852408307556;0.936367653557225;0.9235528060097216;
99;0.9161727349703641;0.8983911939034717;0.8941574936494496;0.9093988145639289;0.9288738357324301;
100;0.9272046589018302;0.8868552412645591;0.8868552412645591;0.923044925124792;0.9176372712146422;
101;0.9470855725506407;0.9115336916081025;0.9313766019016122;0.9388176932616784;0.9297230260438197;
102;0.9276867758689572;0.8977227327207351;0.8953256092688774;0.9436675988813424;0.930083899320815;
103;0.9238020424194815;0.9033778476040848;0.9073055773762765;0.9316575019638649;0.94344069128044;
104;0.9397356143079316;0.911741835147745;0.916796267496112;0.9292379471228616;0.9288491446345256;
105;0.9265707797123391;0.9038607115821348;0.9129447388342165;0.9386828160484482;0.9258137774413323;
106;0.9440118650352243;0.896551724137931;0.9117538005190953;0.9225064886911383;0.9247311827956989;
107;0.9194484760522497;0.8984034833091437;0.8998548621190131;0.93033381712627;0.9317851959361393;
108;0.9375221867234647;0.8981185658501952;0.9048633297834576;0.9286474973375932;0.9364572239971601;
109;0.9287958115183246;0.8890052356020942;0.9113438045375218;0.9336823734729494;0.93717277486911;
110;0.9286938635584505;0.8974974288652725;0.9019540623928693;0.9194377785395955;0.9245800479945149;
111;0.9222710375126733;0.9074011490368368;0.9053734369719499;0.9256505576208178;0.9452517742480567;
112;0.9220822281167109;0.8975464190981433;0.9041777188328912;0.9446286472148541;0.9127984084880637;
113;0.9250081512879035;0.9080534724486469;0.9165308118682752;0.9321812846429736;0.9360939028366482;
114;0.953443258971872;0.9191723246039444;0.9198189460071128;0.9414807630132558;0.9579696087940511;
115;0.934768841038632;0.9069031032298923;0.9278024065864471;0.9499683343888538;0.9468017732742242;
116;0.9392162912681271;0.9031163221228016;0.9077445232952792;0.9348966368404813;0.9302684356680037;
117;0.931804465902233;0.9082679541339771;0.9155099577549789;0.9378394689197345;0.9167169583584792;
118;0.9271424305762914;0.9104210212003583;0.9059420722603763;0.9319199761122723;0.9411764705882353;
119;0.9399881164587047;0.9263220439691028;0.9269162210338681;0.9518716577540107;0.9435531788472965;
120;0.9341611319665031;0.9009529309846953;0.9104822408316489;0.9402252382327462;0.9520646838001733;
121;0.9364178257167187;0.912006812375816;0.9210899801305705;0.937553221686063;0.9250638660232756;
122;0.9299665178571429;0.9045758928571429;0.9098772321428571;0.9397321428571429;0.9319196428571429;
123;0.926006528835691;0.9091403699673558;0.9020674646354734;0.9276387377584331;0.9341675734494015;
124;0.9228107532605803;0.8945967527282406;0.8964599414426404;0.9252062816076657;0.9260047910566942;
125;0.9336694083311223;0.900238790130008;0.9204032899973468;0.9278323162642611;0.9326081188644203;
126;0.920881971465629;0.8933852140077821;0.901686121919585;0.922697795071336;0.9180285343709468;
127;0.9459880550506362;0.9137886263308231;0.9241755388210854;0.9335237600623215;0.9548169306673592;
128;0.930492135971588;0.9051243023845763;0.9066463723997971;0.9330289193302892;0.9419076610857433;
129;0.924640555280119;0.9142290530490828;0.9092711948438275;0.932077342588002;0.9310857709469509;
130;0.9361238809581418;0.8964432615533511;0.9051536414226954;0.9366077909508831;0.9278974110815388;
131;0.9499270782693242;0.924161400097229;0.9319397180359748;0.948954788526981;0.9460379192999514;
132;0.933601134215501;0.9071361058601134;0.9059546313799622;0.9350189035916824;0.9260396975425331;
133;0.9340505144995322;0.9045837231057062;0.912067352666043;0.9153414405986904;0.9293732460243218;
134;0.9430687340893312;0.9095116871094654;0.9213145105299699;0.9426058782689193;0.9400601712566535;
135;0.9262921348314607;0.9038202247191012;0.9096629213483146;0.9352808988764045;0.9325842696629213;
136;0.924961033177466;0.9078156312625251;0.9053662881318192;0.9347584057002895;0.9340904030282787;
137;0.9094454072790294;0.8994800693240901;0.8890814558058926;0.9233102253032929;0.9293760831889082;
138;0.9290642518326865;0.9077188443294524;0.9105217766278568;0.9417852522639069;0.9407072013799052;
139;0.9315621679064825;0.9077577045696068;0.916259298618491;0.934537725823592;0.9392136025504783;
140;0.9220969089390142;0.9139515455304928;0.9055973266499582;0.9304511278195489;0.9283625730994152;
141;0.9413586619863721;0.9124509601486682;0.9207103035308692;0.9376419574643816;0.9359900887879413;
142;0.9255578093306288;0.9046653144016227;0.908316430020284;0.9320486815415822;0.9342799188640973;
143;0.9437474706596519;0.9101578308377175;0.9190611088628086;0.9368676649129907;0.9360582760016187;
144;0.9385132463424278;0.9015421115065243;0.907868722815342;0.9280347963621985;0.9252669039145908;
145;0.9429024583663759;0.9187153053132434;0.9179222839016653;0.9448850118953211;0.9353687549563838;
146;0.920550038197097;0.8968678380443086;0.9094728800611154;0.9167303284950343;0.921886936592819;
147;0.9440262497587338;0.9266550858907546;0.9312873962555491;0.9451843273499324;0.9509747153059255;
148;0.9381948370077257;0.9148294705106463;0.9204823817599397;0.9297154701337855;0.9327303561334087;
149;0.9413402635975496;0.9123816595507703;0.9324299238908483;0.933543716354186;0.9409689994431037;
150;0.9453240058910162;0.9138438880706922;0.927098674521355;0.9438512518409425;0.9504786450662739;
151;0.9272465334053664;0.9088780839186026;0.9146407347379795;0.9250855393481001;0.9344498469295877;
152;0.9359336392516767;0.9009883515707731;0.9101659018708084;0.9387575008824568;0.9269325803035652;
153;0.9333100558659218;0.9046787709497207;0.9113128491620112;0.9312150837988827;0.9368016759776536;
154;0.9408110440034513;0.9097497842968076;0.9197584124245038;0.9301121656600517;0.9318377911993098;
